#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000002473_01944	1237500.ANBA01000013_gene4120	2.94e-45	164.0	COG1609@1|root,COG1609@2|Bacteria,2GMUU@201174|Actinobacteria,4EGAR@85012|Streptosporangiales	201174|Actinobacteria	K	helix_turn _helix lactose operon repressor	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
MGYG000002473_03102	1121438.JNJA01000025_gene2683	1.41e-142	491.0	COG2373@1|root,COG2373@2|Bacteria,1MV7J@1224|Proteobacteria,42MJ8@68525|delta/epsilon subdivisions,2WJF3@28221|Deltaproteobacteria,2M98U@213115|Desulfovibrionales	28221|Deltaproteobacteria	S	PFAM alpha-2-macroglobulin domain protein	-	-	-	ko:K06894	-	-	-	-	ko00000	-	-	-	A2M,A2M_N,A2M_N_2,MG1,Thiol-ester_cl
MGYG000002473_03101	1121438.JNJA01000025_gene2683	1.41e-142	491.0	COG2373@1|root,COG2373@2|Bacteria,1MV7J@1224|Proteobacteria,42MJ8@68525|delta/epsilon subdivisions,2WJF3@28221|Deltaproteobacteria,2M98U@213115|Desulfovibrionales	28221|Deltaproteobacteria	S	PFAM alpha-2-macroglobulin domain protein	-	-	-	ko:K06894	-	-	-	-	ko00000	-	-	-	A2M,A2M_N,A2M_N_2,MG1,Thiol-ester_cl
MGYG000002473_01985	933262.AXAM01000001_gene391	3.02e-11	67.8	2CFZG@1|root,33KRJ@2|Bacteria	2|Bacteria	S	Beta-ketoacyl synthase, N-terminal domain	-	-	2.3.1.179	ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ketoacyl-synt
MGYG000002473_03082	1128421.JAGA01000002_gene1476	2.83e-174	500.0	COG4806@1|root,COG4806@2|Bacteria	2|Bacteria	G	L-rhamnose isomerase activity	rhaA	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005975,GO:0005996,GO:0008150,GO:0008152,GO:0008270,GO:0008740,GO:0009056,GO:0009987,GO:0016043,GO:0016052,GO:0016853,GO:0016860,GO:0016861,GO:0019299,GO:0019301,GO:0019318,GO:0019320,GO:0019321,GO:0019324,GO:0022607,GO:0030145,GO:0030246,GO:0032991,GO:0033296,GO:0036094,GO:0042802,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0044238,GO:0044281,GO:0044282,GO:0046365,GO:0046872,GO:0046914,GO:0048029,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071704,GO:0071840,GO:1901575	2.7.1.5,5.3.1.14	ko:K00848,ko:K01813	ko00040,ko00051,ko01120,map00040,map00051,map01120	-	R01902,R02437,R03014	RC00002,RC00017,RC00434	ko00000,ko00001,ko01000	-	-	iECIAI39_1322.ECIAI39_3092,iUMNK88_1353.UMNK88_4739	FGGY_C,FGGY_N,RhaA
MGYG000002473_00439	1408473.JHXO01000008_gene2887	5.92e-76	281.0	COG0642@1|root,COG5002@1|root,COG0642@2|Bacteria,COG2205@2|Bacteria,COG5002@2|Bacteria,4NDXU@976|Bacteroidetes,2G153@200643|Bacteroidia	976|Bacteroidetes	T	PAS domain	-	-	-	-	-	-	-	-	-	-	-	-	4HB_MCP_1,GAF,HATPase_c,HisKA,Hpt,PAS_3,PAS_4,PAS_8,PAS_9,Response_reg
MGYG000002473_03004	290397.Adeh_4297	2.29e-97	293.0	COG1208@1|root,COG1208@2|Bacteria,1MUYJ@1224|Proteobacteria,42MCW@68525|delta/epsilon subdivisions,2WIYK@28221|Deltaproteobacteria,2YZY8@29|Myxococcales	28221|Deltaproteobacteria	JM	Nucleotidyl transferase	ddhA	-	2.7.7.33	ko:K00978	ko00500,ko00520,ko01100,map00500,map00520,map01100	-	R00956	RC00002	ko00000,ko00001,ko01000	-	-	-	NTP_transferase
MGYG000002473_01160	1268240.ATFI01000018_gene100	2.13e-28	130.0	2BKAU@1|root,32ER6@2|Bacteria,4PAHI@976|Bacteroidetes,2FWZP@200643|Bacteroidia,4ATDH@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_01667	1121898.Q766_06120	5.72e-76	235.0	COG0546@1|root,COG0546@2|Bacteria,4NM4F@976|Bacteroidetes	976|Bacteroidetes	S	Phosphoglycolate phosphatase	-	-	3.1.3.18,3.6.1.1	ko:K01091,ko:K06019	ko00190,ko00630,ko01100,ko01110,ko01130,map00190,map00630,map01100,map01110,map01130	-	R01334	RC00017	ko00000,ko00001,ko01000	-	-	-	HAD_2
MGYG000002473_02058	1123242.JH636434_gene5158	9.42e-85	270.0	COG4409@1|root,COG4409@2|Bacteria	2|Bacteria	G	exo-alpha-(2->6)-sialidase activity	-	-	3.2.1.18	ko:K01186	ko00511,ko00600,ko04142,map00511,map00600,map04142	-	R04018	RC00028,RC00077	ko00000,ko00001,ko01000,ko02042	-	GH33	-	BNR_2
MGYG000002473_03194	313628.LNTAR_11291	8.1e-16	81.6	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_03226	313628.LNTAR_11291	8.1e-16	81.6	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_01249	644968.DFW101_2206	2.25e-198	574.0	COG1145@1|root,COG4624@1|root,COG1145@2|Bacteria,COG4624@2|Bacteria,1QVHM@1224|Proteobacteria,42NRT@68525|delta/epsilon subdivisions,2WKXX@28221|Deltaproteobacteria,2M8WJ@213115|Desulfovibrionales	28221|Deltaproteobacteria	C	4Fe-4S binding domain	-	-	-	-	-	-	-	-	-	-	-	-	FeS,Fe_hyd_lg_C,Fer4,PAS_8
MGYG000002473_02668	344747.PM8797T_25151	1.37e-30	134.0	2F4AU@1|root,33X1F@2|Bacteria,2J32C@203682|Planctomycetes	203682|Planctomycetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_03000	111781.Lepto7376_1030	7.54e-25	100.0	COG0454@1|root,COG0456@2|Bacteria,1G58K@1117|Cyanobacteria,1HGPV@1150|Oscillatoriales	1117|Cyanobacteria	K	Acetyltransferase (GNAT) domain	-	-	-	ko:K03830	-	-	-	-	ko00000,ko01000	-	-	-	Acetyltransf_10
MGYG000002473_00386	794903.OPIT5_18370	7.33e-18	87.4	COG2165@1|root,COG2165@2|Bacteria,46YD4@74201|Verrucomicrobia,3K9C9@414999|Opitutae	414999|Opitutae	NU	Protein of unknown function (DUF1559)	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
MGYG000002473_02861	453591.Igni_0440	1.88e-46	165.0	COG0463@1|root,arCOG00894@2157|Archaea,2XQ9U@28889|Crenarchaeota	28889|Crenarchaeota	M	glycosyl transferase family 2	-	-	2.4.1.83	ko:K00721	ko00510,ko01100,map00510,map01100	-	R01009	RC00005	ko00000,ko00001,ko01000,ko01003	-	GT2	-	Glycos_transf_2,GtrA
MGYG000002473_02706	583355.Caka_2943	1.54e-41	164.0	COG0845@1|root,COG0845@2|Bacteria,46WF0@74201|Verrucomicrobia	74201|Verrucomicrobia	M	HlyD family secretion protein	-	-	-	-	-	-	-	-	-	-	-	-	HlyD_3,HlyD_D23
MGYG000002473_00690	1120746.CCNL01000017_gene3251	1.47e-146	425.0	COG1194@1|root,COG1194@2|Bacteria,2NPAU@2323|unclassified Bacteria	2|Bacteria	L	endonuclease III	mutY	-	-	ko:K03575	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	EndIII_4Fe-2S,HHH,HhH-GPD,NUDIX,NUDIX_4,SfsA,UDG
MGYG000002473_02320	1316936.K678_12364	3.82e-18	78.2	2EHZ6@1|root,33BQN@2|Bacteria,1N2UG@1224|Proteobacteria,2UEIG@28211|Alphaproteobacteria,2JXUD@204441|Rhodospirillales	204441|Rhodospirillales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_03584	760011.Spico_1864	7.76e-17	74.7	COG0694@1|root,COG0694@2|Bacteria,2J8Z4@203691|Spirochaetes	203691|Spirochaetes	O	COGs COG0694 Thioredoxin-like protein and domains	-	-	-	-	-	-	-	-	-	-	-	-	NifU
MGYG000002473_02274	648757.Rvan_0114	4.96e-38	152.0	COG2267@1|root,COG2267@2|Bacteria,1P3EB@1224|Proteobacteria,2UGAS@28211|Alphaproteobacteria,3N8I1@45401|Hyphomicrobiaceae	28211|Alphaproteobacteria	I	Serine aminopeptidase, S33	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1
MGYG000002473_01559	926566.Terro_0811	2.19e-24	95.5	COG1872@1|root,COG1872@2|Bacteria,3Y5S4@57723|Acidobacteria,2JK1F@204432|Acidobacteriia	204432|Acidobacteriia	S	Belongs to the UPF0235 family	-	-	-	ko:K09131	-	-	-	-	ko00000	-	-	-	DUF167
MGYG000002473_03142	671143.DAMO_1189	6.2e-107	315.0	COG1137@1|root,COG1137@2|Bacteria,2NNRT@2323|unclassified Bacteria	2|Bacteria	S	lipopolysaccharide transport protein B ATP-binding component of ABC superfamily	lptB	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015221,GO:0015399,GO:0015405,GO:0015437,GO:0015920,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0032991,GO:0033036,GO:0034040,GO:0042623,GO:0042626,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1901264,GO:1901505,GO:1902494,GO:1902495,GO:1904949,GO:1990351	-	ko:K01990,ko:K06861	ko02010,map02010	M00254,M00320	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	1.B.42.1,3.A.1	-	-	ABC_tran,BCA_ABC_TP_C
MGYG000002473_03317	177439.DP0346	1.5e-22	90.9	COG1359@1|root,COG1359@2|Bacteria,1RE0B@1224|Proteobacteria,42VE2@68525|delta/epsilon subdivisions,2WS9H@28221|Deltaproteobacteria,2MKZ9@213118|Desulfobacterales	28221|Deltaproteobacteria	S	Antibiotic biosynthesis monooxygenase	-	-	-	-	-	-	-	-	-	-	-	-	ABM
MGYG000002473_03119	519442.Huta_0158	9.6e-163	474.0	COG1593@1|root,arCOG08625@2157|Archaea,2XTVB@28890|Euryarchaeota,23TAP@183963|Halobacteria	183963|Halobacteria	G	Glucuronate isomerase	-	-	5.3.1.12	ko:K01812	ko00040,ko01100,map00040,map01100	M00061,M00631	R01482,R01983	RC00376	ko00000,ko00001,ko00002,ko01000	-	-	-	UxaC
MGYG000002473_00515	1120950.KB892707_gene4726	1.78e-18	100.0	COG3664@1|root,COG3664@2|Bacteria,2IAP4@201174|Actinobacteria	201174|Actinobacteria	G	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	CBM9_1,CBM_4_9,CBM_5_12,Cellulase,Glyco_hydro_cc
MGYG000002473_00686	1157490.EL26_20220	5.31e-105	322.0	COG0714@1|root,COG0714@2|Bacteria,1TPKR@1239|Firmicutes,4HA0T@91061|Bacilli,27829@186823|Alicyclobacillaceae	91061|Bacilli	S	PFAM ATPase associated with various cellular activities AAA_3	yeaC	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	ko:K03924	-	-	-	-	ko00000,ko01000	-	-	-	AAA_3
MGYG000002473_00421	319225.Plut_0871	9.8e-48	175.0	COG0845@1|root,COG0845@2|Bacteria	2|Bacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	3.2.1.35	ko:K01197,ko:K02005,ko:K02022	ko00531,ko01100,map00531,map01100	M00076,M00077	R07824,R07825,R10905	-	ko00000,ko00001,ko00002,ko00536,ko00537,ko01000,ko02042	-	-	-	Biotin_lipoyl_2,COX4_pro,DUF1983,DUF3672,F5_F8_type_C,FIVAR,Glyco_hydro_20b,HlyD,HlyD_3,HlyD_D23,ILEI,MFS_1,MORN,NAGLU,NAGLU_C,NAGLU_N,NAGidase,OEP,PG_binding_1,Response_reg,YXWGXW
MGYG000002473_02421	313628.LNTAR_08349	1.04e-73	240.0	COG0472@1|root,COG0472@2|Bacteria	313628.LNTAR_08349|-	M	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_4
MGYG000002473_02595	713587.THITH_01805	1.4e-42	160.0	COG0834@1|root,COG4623@1|root,COG0834@2|Bacteria,COG4623@2|Bacteria,1MWDS@1224|Proteobacteria,1RM8W@1236|Gammaproteobacteria,1WXYV@135613|Chromatiales	135613|Chromatiales	M	Murein-degrading enzyme that degrades murein glycan strands and insoluble, high-molecular weight murein sacculi, with the concomitant formation of a 1,6-anhydromuramoyl product. Lytic transglycosylases (LTs) play an integral role in the metabolism of the peptidoglycan (PG) sacculus. Their lytic action creates space within the PG sacculus to allow for its expansion as well as for the insertion of various structures such as secretion systems and flagella	-	-	-	ko:K18691	-	-	-	-	ko00000,ko01000,ko01011	-	-	-	SBP_bac_3,SLT
MGYG000002473_02921	59374.Fisuc_0556	8.37e-210	588.0	COG0027@1|root,COG0027@2|Bacteria	2|Bacteria	F	Involved in the de novo purine biosynthesis. Catalyzes the transfer of formate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR). Formate is provided by PurU via hydrolysis of 10-formyl-tetrahydrofolate	purT	GO:0003674,GO:0003824,GO:0004644,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008776,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016741,GO:0016742,GO:0016772,GO:0016774,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.2.2	ko:K08289	ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130	M00048	R04325,R04326	RC00026,RC00197,RC01128	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv0389,iSDY_1059.SDY_1135	2-Hacid_dh_C,ATP-grasp,ATP-grasp_4,Epimerase,RmlD_sub_bind
MGYG000002473_00317	313628.LNTAR_10171	4.35e-25	103.0	COG1595@1|root,COG1595@2|Bacteria	2|Bacteria	K	DNA-templated transcription, initiation	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	GerE,Sigma70_r2,Sigma70_r4_2
MGYG000002473_00302	313628.LNTAR_00690	1.81e-41	145.0	COG1595@1|root,COG1595@2|Bacteria	2|Bacteria	K	DNA-templated transcription, initiation	rpoE	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_ECF,Sigma70_r2,Sigma70_r4,Sigma70_r4_2
MGYG000002473_01982	641143.HMPREF9331_01880	2.3e-13	68.9	COG0764@1|root,COG0764@2|Bacteria,4NSGQ@976|Bacteroidetes,1I431@117743|Flavobacteriia,1ES05@1016|Capnocytophaga	976|Bacteroidetes	I	FabA-like domain	fabZ	-	4.2.1.59	ko:K02372	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07764,R10117,R10121	RC00831,RC01095	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	FabA
MGYG000002473_01736	313628.LNTAR_12846	3.51e-69	223.0	COG2234@1|root,COG2234@2|Bacteria	2|Bacteria	DZ	aminopeptidase activity	-	-	-	-	-	-	-	-	-	-	-	-	PA,Peptidase_M28
MGYG000002473_03123	316067.Geob_1985	2.89e-65	213.0	COG0324@1|root,COG0324@2|Bacteria,1R5TR@1224|Proteobacteria,42P8W@68525|delta/epsilon subdivisions,2WMB5@28221|Deltaproteobacteria,43RYV@69541|Desulfuromonadales	28221|Deltaproteobacteria	J	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)	miaA-2	-	2.5.1.75	ko:K00791	ko00908,ko01100,ko01110,map00908,map01100,map01110	-	R01122	RC02820	ko00000,ko00001,ko01000,ko01006,ko03016	-	-	-	IPPT
MGYG000002473_02537	448385.sce7262	9.86e-65	242.0	COG0457@1|root,COG0515@1|root,COG1262@1|root,COG0457@2|Bacteria,COG0515@2|Bacteria,COG1262@2|Bacteria,1Q53R@1224|Proteobacteria,430W1@68525|delta/epsilon subdivisions,2WVP7@28221|Deltaproteobacteria,2YWDG@29|Myxococcales	28221|Deltaproteobacteria	KLT	Sulfatase-modifying factor enzyme 1	-	-	2.7.11.1	ko:K08884,ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	FGE-sulfatase,PAS_4,PEGA,Pkinase
MGYG000002473_03107	762982.HMPREF9442_01542	1.2e-267	766.0	COG1501@1|root,COG1501@2|Bacteria,4NE1H@976|Bacteroidetes,2FM4Z@200643|Bacteroidia	976|Bacteroidetes	G	Belongs to the glycosyl hydrolase 31 family	-	-	3.2.1.177	ko:K01811	-	-	-	-	ko00000,ko01000	-	GH31	-	DUF4968,DUF5110,Gal_mutarotas_2,Glyco_hydro_31
MGYG000002473_01835	794903.OPIT5_24510	9.82e-58	205.0	2A1VR@1|root,30Q50@2|Bacteria,46XZK@74201|Verrucomicrobia,3K8PA@414999|Opitutae	414999|Opitutae	S	MFS/sugar transport protein	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MGYG000002473_01316	338963.Pcar_0659	5.08e-54	179.0	COG0704@1|root,COG0704@2|Bacteria,1MUMI@1224|Proteobacteria,42QWG@68525|delta/epsilon subdivisions,2WN1U@28221|Deltaproteobacteria,43SH1@69541|Desulfuromonadales	28221|Deltaproteobacteria	P	PhoU domain	phoU	-	-	ko:K02039	-	-	-	-	ko00000	-	-	-	PhoU
MGYG000002473_02149	1121447.JONL01000004_gene2772	4.44e-198	566.0	COG0531@1|root,COG0531@2|Bacteria,1MUP1@1224|Proteobacteria,42SHM@68525|delta/epsilon subdivisions,2WP3X@28221|Deltaproteobacteria,2M9Q9@213115|Desulfovibrionales	28221|Deltaproteobacteria	E	PFAM amino acid permease-associated region	-	-	-	ko:K20265	ko02024,map02024	-	-	-	ko00000,ko00001,ko02000	2.A.3.7.1,2.A.3.7.3	-	-	AA_permease_2
MGYG000002473_01644	1424334.W822_16510	8.76e-05	44.7	2E7CE@1|root,331VM@2|Bacteria,1N6U9@1224|Proteobacteria,2VWIW@28216|Betaproteobacteria,3T4DN@506|Alcaligenaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_02570	906968.Trebr_1183	2.72e-16	81.3	COG1390@1|root,COG1390@2|Bacteria,2J7I5@203691|Spirochaetes	203691|Spirochaetes	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpE	-	-	ko:K02121	ko00190,ko01100,map00190,map01100	M00159	-	-	ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3	-	-	DivIVA,vATP-synt_E
MGYG000002473_01224	471870.BACINT_02845	6.88e-120	387.0	COG3664@1|root,COG3664@2|Bacteria,4PJ63@976|Bacteroidetes,2FR09@200643|Bacteroidia,4AQEW@815|Bacteroidaceae	976|Bacteroidetes	G	PFAM glycoside hydrolase family 39	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_01523	794903.OPIT5_12700	5.59e-49	191.0	COG3664@1|root,COG3664@2|Bacteria,46Y82@74201|Verrucomicrobia,3K93C@414999|Opitutae	414999|Opitutae	G	PFAM glycoside hydrolase family 39	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_02315	313628.LNTAR_18540	0.0	1149.0	COG0495@1|root,COG0495@2|Bacteria	2|Bacteria	J	leucyl-tRNA aminoacylation	leuS	GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0030312,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,DUF559,tRNA-synt_1,tRNA-synt_1_2,tRNA-synt_1g
MGYG000002473_03196	1410609.JHVB01000010_gene2364	5.25e-40	151.0	COG1609@1|root,COG1609@2|Bacteria,2J82U@203691|Spirochaetes	203691|Spirochaetes	K	helix_turn _helix lactose operon repressor	-	-	-	ko:K03484	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
MGYG000002473_00993	1123070.KB899254_gene1201	5.54e-218	623.0	COG4146@1|root,COG4146@2|Bacteria,46UV3@74201|Verrucomicrobia,2ITNB@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	Sodium:solute symporter family	-	-	-	-	-	-	-	-	-	-	-	-	SSF
MGYG000002473_00647	313628.LNTAR_15952	2.03e-111	335.0	COG0809@1|root,COG0809@2|Bacteria	2|Bacteria	J	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	queA	GO:0002097,GO:0002099,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016853,GO:0018130,GO:0019438,GO:0034404,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046116,GO:0046483,GO:0051075,GO:0055086,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.99.17	ko:K07568	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Queuosine_synth
MGYG000002473_02044	525897.Dbac_3303	6.81e-168	482.0	COG0436@1|root,COG0436@2|Bacteria,1MW0Z@1224|Proteobacteria,42MXG@68525|delta/epsilon subdivisions,2WJ6G@28221|Deltaproteobacteria,2M81S@213115|Desulfovibrionales	28221|Deltaproteobacteria	E	PFAM Aminotransferase class I and II	-	-	2.6.1.1	ko:K11358	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230	-	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
MGYG000002473_00530	665942.HMPREF1022_02940	5.14e-251	820.0	COG0553@1|root,COG0827@1|root,COG1040@1|root,COG4646@1|root,COG0553@2|Bacteria,COG0827@2|Bacteria,COG1040@2|Bacteria,COG4646@2|Bacteria,1PGZG@1224|Proteobacteria,42NYW@68525|delta/epsilon subdivisions	1224|Proteobacteria	L	COG0827 Adenine-specific DNA methylase	-	-	-	-	-	-	-	-	-	-	-	-	DUF1419,Eco57I,Helicase_C,N6_Mtase,NUDIX,ResIII,SNF2_N,Toprim_3
MGYG000002473_00170	665942.HMPREF1022_02940	5.14e-251	820.0	COG0553@1|root,COG0827@1|root,COG1040@1|root,COG4646@1|root,COG0553@2|Bacteria,COG0827@2|Bacteria,COG1040@2|Bacteria,COG4646@2|Bacteria,1PGZG@1224|Proteobacteria,42NYW@68525|delta/epsilon subdivisions	1224|Proteobacteria	L	COG0827 Adenine-specific DNA methylase	-	-	-	-	-	-	-	-	-	-	-	-	DUF1419,Eco57I,Helicase_C,N6_Mtase,NUDIX,ResIII,SNF2_N,Toprim_3
MGYG000002473_02470	266117.Rxyl_0081	1.55e-28	124.0	COG1028@1|root,COG1609@1|root,COG1028@2|Bacteria,COG1609@2|Bacteria,2GJRG@201174|Actinobacteria	201174|Actinobacteria	K	Periplasmic binding protein LacI transcriptional regulator	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	GntR,LacI,Peripla_BP_3
MGYG000002473_01503	756272.Plabr_1088	2.2e-21	98.6	COG4968@1|root,COG4968@2|Bacteria,2IZKQ@203682|Planctomycetes	203682|Planctomycetes	NU	Pfam:N_methyl_2	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
MGYG000002473_01004	1235802.C823_02923	1.65e-35	148.0	COG1216@1|root,COG1216@2|Bacteria,1VVDH@1239|Firmicutes,2511J@186801|Clostridia,25ZXF@186806|Eubacteriaceae	2|Bacteria	S	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_4,Glycos_transf_1,Glycos_transf_2
MGYG000002473_02030	1280390.CBQR020000075_gene1619	3.72e-17	96.3	COG5434@1|root,COG5434@2|Bacteria,1VR4K@1239|Firmicutes,4HTXC@91061|Bacilli,271U6@186822|Paenibacillaceae	91061|Bacilli	M	F5/8 type C domain	-	-	-	-	-	-	-	-	-	-	-	-	F5_F8_type_C
